ID,Name,Description,Dataset_ID,Category,Type,Units,Source,Changes,Notes
B014,Distance moved per year (km),Total distance moved between camps/settlements in a year. A distance of 0 indicates society is sedentary.,Binford,"Community organization,Settlement",Continuous,km per year,Binford (2001) Tables 5.01 and 8.04.; variable 'DISMOV' (Table 5.01) or 'DISTANCE MOVED PER YEAR' (Table 8.01),"In cases where tables 5.01 and 8.04 provided different values for the same society, we adopted the value from table 8.04 because data points in that table were tagged with their specific reference (including page numbers). These cases are flagged by a comment in the ""Comments"" field. Note that Binford's table 8.04 provides estimates in miles rather than in km.","More detail on code definitions and variable in Binford (2001) pp. 117, 150"
B015,Household size,Number of persons residing in a single structure,Binford,"Kinship,Demography",Continuous,individuals,Binford (2001) Table 8.08; variable 'PERSONS PER HOUSEHOLD',,
B016,Family size,Number of persons per family,Binford,"Kinship,Demography",Continuous,individuals,Binford (2001) Table 8.08; variable 'PERSONS PER FAMILY',,
B017,Domestic organization,The prevailing form of domestic or familial organization,Binford,"Marriage,Kinship",Categorical,,Binford (2001) Table 8.08; variable 'HOUSEHOLD TYPE' (converted to numeric codes following Gray (1999)),,
B018,Marital composition: monogamy and polygamy,"Marital composition of family units, regardless of whether families live as independent nuclear units or as part of larger extended families",Binford,"Marriage,Kinship",Categorical,,Binford (2001) Table 8.08; variable 'HOUSEHOLD TYPE' (converted to numeric codes following Gray (1999)),,
B019,Polygyny,Percentage of males with more than one wife,Binford,"Marriage,Kinship",Continuous,%,Binford (2001) Table 8.07; variable 'PERCENTAGE OF POLYGYNY',,
B020,Age of males at first marriage,Mean age (in years) of males at first marriage,Binford,"Marriage,Demography",Continuous,years,Binford (2001) Table 8.07; variable 'AGE AT MARRIAGE - MALE',,
B021,Age of females at first marriage,Mean age (in years) of females at first marriage,Binford,"Marriage,Demography",Continuous,years,Binford (2001) Table 8.07; variable 'AGE AT MARRIAGE - FEMALE',,
B022,Mean household size (in small subsistence groups),"An estimate of mean household size based on the following calculation: number of persons in smallest group that regularly cooperates for subsistence, divided by number of households in one of these groups",Binford,"Marriage,Kinship,Community organization",Continuous,individuals,Binford (2001) Table 9.01; variable 'G1MHS',,Code and variable definitions from Binford and Johnson (2006)
B023,Mean family size (in small subsistence groups),"An estimate of mean family size based on the following calculation: number of persons in smallest group that regularly cooperates for subsistence, divided by number of married men in group",Binford,"Marriage,Kinship,Community organization",Continuous,individuals,Binford (2001) Table 9.01; variable 'G1FAMSZ',,More detail on code definitions and variable in Binford (2001) p.286 and Binford and Johnson (2006)
B024,Mean household size (in villages or large camps),"An estimate of mean household size based on the following calculation: number of persons per settlement (i.e., village or camp at time of year when population is most aggregated), divided by number of households per settlement",Binford,"Marriage,Kinship,Community organization",Continuous,individuals,Binford (2001) Table 9.01; variable 'G2MHS',,
B025,Mean family size (in villages or large camps),"Mean family size calculated as: number of persons per settlement (i.e., village or camp at time of year when population is most aggregated), divided by number of married men per settlement.",Binford,"Marriage,Kinship,Community organization",Continuous,individuals,Binford (2001) Table 9.01; variable 'G2FAMSZ',,
B027,Number of families per household,Mean number of families per household,Binford,"Marriage,Kinship,Community organization",Continuous,families,Binford (2001) Table 9.01; variable 'FAMHOUS',,
B029,Jurisdictional hierarchy of local community,Political complexity at level of local community,Binford,"Politics,Leadership",Categorical,,Binford (2001) Table 9.01; variable 'POLYSCAL',,"More detail on code definitions and variable in Binford (2001) p. 244, caption to fig. 8.02; p.338, caption to Fig 9.06"
B030,Political relationship to neighbouring groups,Political and economic position of the group relative to other groups in the region,Binford,Politics,Categorical,,Binford (2001) Table 9.01; variable 'POLPOS',,More detail on code definitions and variable in Binford (2001) p. 404
B031,Type of social class distinction,Type of social class distinction,Binford,"Politics,Class",Categorical,,Binford (2001) Table 9.01; variable 'CLASS',,More detail on code definitions and variable in Binford (2001) p. 396
B032,Perogatives of leadership,"Perogatives of leadership, regardless of the types of leadership present in the group",Binford,"Politics,Leadership",Categorical,,Binford (2001) Table 9.01; variable 'PEROGAT',,"More detail on code definitions and variable in Binford (2001) p.338, caption to Fig 9.06"
B033,Use of money,Presence or absence of use of money within the society,Binford,"Economy,Property,Wealth transactions",Ordinal,,Binford (2001) Table 9.01; variable 'MONEY',,Code and variable definitions from Binford and Johnson (2006)
B034,Economic specialization,Whether there is economic role specialization beyond simple age and gender differences,Binford,"Economy,Labour",Ordinal,,Binford (2001) Table 9.01; variable 'OCCSPE',,"More detail on variable in Binford (2001) p. 333, but no code definitions; division of labor discussed briefly on p. 244; code definitions from Binford and Johnson (2006)"
B035,Community marriage organization,"The prevalence of local endogamy, agamy, and exogamy coded together with the presence or absence of localized kin groups. Can be interpreted as ordinal measure of endogamy.",Binford,"Marriage,Kinship,Community organization",Categorical,,Binford (2001) Table 9.01; variable 'COMMUN',,Code and variable definitions from Binford and Johnson (2006)
B036,Community facilities,"The functions and properties of structures with specific community-wide functions. These are not residences, nor are they multifunctional residences.",Binford,"Community organization,Housing,Politics",Categorical,,Binford (2001) Table 9.01; variable 'COMSTFUN',,Code and variable definitions from Binford and Johnson (2006)
B037,Ownership of resource locations ,Ownership of resource locations ,Binford,"Subsistence,Economy,Property",Categorical,,Binford (2001) Table 9.01; variable 'OWNERS',,"Code definitions somewhat ambiguous, see Binford (2001) p. 426, caption to Fig. 11.17"
B038,System state: typology of society's political organization,"Variable represents a combination of data relating to leadership, internal differentiation of leadership status, associated roles relative to participation in decision making, and the exercise of power within the society. According to Binford (2001) these include some of the criteria used in ""more thoughtful evolutionary classifications,"" such as ones by Fried (1967) and Jonson and Earle (1987). ",Binford,Politics,Categorical,,Binford (2001) Table 9.01; variable 'SYSSTATE',,More detail on code definitions and variable in Binford (2001) p. 345; Codes given in caption for figure 9.02. 
B039,"Height (male, mm)",Stature (mm) - Male,Binford,Anthropometry,Continuous,mm,Binford (2001) Table 6.03; variable 'STATURE (CM*) - MALE' (*should be mm),,
B040,"Height (female, mm)",Stature (mm) - Female,Binford,Anthropometry,Continuous,mm,Binford (2001) Table 6.03; variable 'STATURE (CM*) - FEMALE' (*should be mm),,
B041,"Weight (male, kg)",Weight (kg) - Male,Binford,Anthropometry,Continuous,kg,Binford (2001) Table 6.03; variable 'WEIGHT (KG) - MALE',,
B042,"Weight (female, kg)",Weight (kg) - Female,Binford,Anthropometry,Continuous,kg,Binford (2001) Table 6.03; variable 'WEIGHT (KG) - FEMALE',,
SCCS1,Intercommunity Trade as Food Source,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",SCCS,"Subsistence,Economy",Ordinal,,murdock1970subsistence,,
SCCS2,Food Import Acquisition,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",SCCS,"Subsistence,Economy",Categorical,,murdock1970subsistence,,
