ID,Name,Description,ColumnSpec,category,type,unit,source_comment,changes,comment,Contribution_ID
CARNEIRO_100,Architectural features cut into living rock,"Architectural features (e.g., tombs, stairways) cut into living rock",,Architecture,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_101,Fortresses built of stone or brick,"Fortresses built of stone or brick (including walled cities and citadels, where people take refuge in time of war)",,Architecture,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_102,Elaborations in fortified walls,"Elaborations in fortified walls (including, e.g., towers, salients, merlons, but excluding loopholes)",,Architecture,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_103,Professional carpenters or woodworkers,Professional (full-time) carpenters or woodworkers (excluding canoemakers and thatchers),,Architecture,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_104,Professional stone masons or bricklayers,Professional (full-time) stone masons or bricklayers,,Architecture,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_105,Professional architects or engineers,Professional (full-time) architects or engineers,,Architecture,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_106,Landed property,"Landed property: individual or familial ownership rights over improved land (e.g., cultivated plots, house sites) continue to be exercised, even if land ceases to be occupied or worked",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_107,Boundary markers to indicate private property limits,Boundary markers (excluding growing crop plants but including hedges) set up in order to indicate the limits of a piece of private property,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_108,Agricultural land commonly bought and sold,Agricultural land commonly bought and sold,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_109,Economic speculation in commodities,"Economic speculation in land, foodstuffs, or other commodities a common practice",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_110,Inscription of land or other forms of property,Inscription of land or other forms of property (registry of deeds),,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_111,Rental of land or dwellings,Rental of land or dwellings by landlords to tenants as a system of tenure,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_112,Share-cropping,Share-cropping: a system of land tenure in which the tenant (who is not a serf) pays the landlord a specific proportion or amount of the crop as rent,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_113,Leasing of land or dwellings,Leasing of land or dwellings: a formal agreement (not merely observance of custom) in which a tenants right of occupancy is guaranteed for a specified period,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_114,Serfs,"Serfs: tenants and their descendants legally bound to land which they farm for the benefit of private persons or corporate groups (e.g., feudal lords, temples, monasteries)",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_115,Private or government control over natural resources,"Private ownership (not ownership by a sib or a local group) or government control exercised over scarce or limited natural resources (e.g., clay pits, clam beds, salt, water holes, mineral deposits, grove of wild fruit trees) rather than free access to them",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_116,Distinctive marks used to indicate property ownership,"Seals, brands, or other distinctive marks used to indicate ownership of manufactured property",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_117,Wealth differences among society members,"Marked differences in wealth (e.g., real property, livestock, precious metals, slaves; but excluding wives, ceremonial bundles) among members of the society (other than the difference between the principal political leader or religious specialist and everyone else)",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_118,Feasts or gift-giving ceremonies showcasing wealth,"Feasts or gift-giving ceremonies in which much wealth is displayed or consumed, including those for state purposes",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_119,Recorded inventories of property owned,"Recorded inventories of property owned (e.g., with pebbles, knotted cords, notched sticks, clay tablets, ledgers)",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_120,Most individual property inherited,"Most individual (not family) property owned and in the possession of a person at the time of his death (exclude property lent out and still outstanding) transmitted by inheritance rather than being buried, destroyed, or otherwise disposed of at the death of the owner",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_121,Testamentary disposition of property,"Testamentary disposition of property, by a written will, through a formal executor, or orally in the presence of a witness (excluding incorporeal property)",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_122,Craft specialization,"Craft specialization: some craft(s) which only a limited number of persons in the society practice (excluding the making of religious or ceremonial objects by shamans or priests, or chiefs)",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_123,Craft production for economic exchange,A significant amount of craft production primarily for economic exchange rather than for personal consumption,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_124,Full-time craft specialists,"Full-time craft specialists (e.g., brewer, lapidary, tailor, baker, tanner)",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_125,Service specialization,"Service specialization: some services which only a limited number of persons in the society provide (excluding religious specialists and curers, but including clans and other groups that perform specialized services)",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_126,Full-time service specialists,"Full-time service specialists other than religious practitioners (e.g., tattooer, barber, accountant, lawyer, physician)",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_127,Professional barbers or hairdressers,Professional barbers or hairdressers,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_128,Professional porters or bearers,Professional porters or bearers,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_129,Full-time food production specialists,"Processing or preparation of food by full-time specialists (e.g., millers, butchers, cooks, bakers) other than household servants or slaves",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_130,Professional brewers or wine makers,Professional brewers or wine makers,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_131,Full-time clothing or shoes makers,Clothing or shoes manufactured by full-time specialists,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_132,Medium of exchange used in trade,"Medium of exchange, which is frequently used in trade for a variety of commodities",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_133,Currency,"Currency: a medium valued primarily for its use in economic exchanges rather than as an ornamental or consumable good, and which may be exchanged freely for any goods or commodities which are traded",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_134,Economic exchange in currency or money,A significant amount of economic exchange carried out by means of currency or money,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_135,Metallic currency valued according to weight,Metallic currency valued according to weight (including coins),,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_136,Two or more metals used as currency,Two or more metals of different monetary value used as currency,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_137,Coined money,Coined money,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_138,Coins of different denominations,Coins of different denominations,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_139,Animals or foodstuffs lent out at interest,"Animals, seed crops, or foodstuffs lent out at interest",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_140,Money or goods lent out at interest,Money or goods (not including animals or foodstuffs) lent out at interest,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_141,Professional moneylenders,Professional moneylenders,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_142,Banks,"Banks, which pay interest on deposits and make loans",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_143,Pledging of movable property as debt security,Pledging of items of movable property as security on a debt,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_144,Pledging of oneself or family member as debt security,Pledging of oneself or members of ones family as security on a debt,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_145,Mortgage,Mortgage: a legal instrument offering land or houses as security to guarantee the repayment of a loan,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_146,Insurance,"Insurance: protection against calamities (e.g., fire, theft, loss of merchandise at sea) offered by an underwriter for a premium",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_147,Trade between communities,Trade between communities,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_148,Economically important trade between communities or regions,Economically important trade carried out between communities or regions (including that conducted through itinerant merchants),,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_149,Economically important trade in finished goods between communities,Economically important trade in which finished goods (excluding food) are traded to other communities or societies (including exchanges conducted through itinerant merchants),,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_150,Full-time specialists in trade,Full-time specialist(s) in trade,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_151,Trading outposts,Trading outposts maintained outside the territory of the society,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_152,Markets,"Markets, in which a variety of goods are traded",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_153,Daily and permanent markets,Daily and permanent markets,,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_154,Specialized urban markets,"Specialized market(s) within a town or city (e.g., fish market, cattle market, textile market, flower market)",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_155,Itinerant merchants or specialized traders,"Itinerant merchants or specialized traders who are members of the society itself (rather than foreigners), and who remain such even if they trade outside the society",,Economics,Categorical,,,,,dplace-dataset-carneiro
CARNEIRO_156,Sedentary merchants,Sedentary merchants who operate fixed commercial establishments outside the market area,,Economics,Categorical,,,,,dplace-dataset-carneiro
